App§Category§Rating§Reviews§Size§Installs§Type§Price§Content Rating§Genres§Last Updated§Current Ver§Android Ver
PAC-MAN§GAME§4.2§685981§37M§100,000,000+§Free§0§Everyone§Arcade§May 15, 2018§6.6.3§4.1 and up
Helix Jump§GAME§4.2§1498648§33M§100,000,000+§Free§0§Everyone§Action§April 9, 2018§1.0.6§4.1 and up
Love Balls§GAME§4.2§360630§40M§50,000,000+§Free§0§Everyone§Puzzle§July 31, 2018§1.2.7§4.1 and up
Snake VS Block§GAME§4.2§422244§32M§50,000,000+§Free§0§Teen§Arcade§April 23, 2018§1.24§4.1 and up
The Cube§GAME§4.2§70226§38M§5,000,000+§Free§0§Everyone§Arcade§July 25, 2018§1.2.9§4.1 and up
Draw In§GAME§4.2§46416§73M§10,000,000+§Free§0§Everyone§Arcade§July 23, 2018§1.0.8§4.1 and up
Hole.io§GAME§4.2§145353§85M§10,000,000+§Free§0§Teen§Arcade§July 24, 2018§1.3.1§4.1 and up
Helix Jump§GAME§4.2§1499373§33M§100,000,000+§Free§0§Everyone§Action§April 9, 2018§1.0.6§4.1 and up
Flip the Gun - Simulator Game§GAME§4.2§195558§86M§10,000,000+§Free§0§Everyone§Arcade§July 26, 2018§1.2§5.0 and up
RULES OF SURVIVAL§GAME§4.2§1343866§56M§10,000,000+§Free§0§Teen§Action§August 1, 2018§1.180271.184729§4.0 and up
Lineage 2: Revolution§GAME§4.2§187972§99M§5,000,000+§Free§0§Teen§Role Playing§July 11, 2018§1.05.20§4.4 and up
Girls' Frontline§GAME§4.2§2055§96M§100,000+§Free§0§Teen§Strategy§May 18, 2018§2.0081_206§4.0.3 and up
Master of Eternity(MOE)§GAME§4.2§5829§70M§100,000+§Free§0§Teen§Strategy§July 26, 2018§1.8.2§4.4 and up
Call of Duty:Black Ops Zombies§GAME§4.2§13004§46M§100,000+§Paid§$6.99§Teen§Action§December 20, 2016§1.0.11§2.3.3 and up
The Walking Dead: Road to Survival§GAME§4.2§522466§37M§10,000,000+§Free§0§Mature 17+§Role Playing§June 19, 2018§12.0.4.62276§4.0.3 and up
Dungeon Hunter Champions: Epic Online Action RPG§GAME§4.2§26247§Varies with device§1,000,000+§Free§0§Teen§Role Playing§July 26, 2018§1.1.40§4.0.3 and up
Helix Jump§GAME§4.2§1500999§33M§100,000,000+§Free§0§Everyone§Action§April 9, 2018§1.0.6§4.1 and up
Agar.io§GAME§4.2§3816799§32M§100,000,000+§Free§0§Everyone§Action§July 23, 2018§2.2.8§4.0.3 and up
TEKKEN™§GAME§4.2§147791§38M§5,000,000+§Free§0§Teen§Action§July 26, 2018§1.3§5.0 and up
Helix Jump§GAME§4.2§1500622§33M§100,000,000+§Free§0§Everyone§Action§April 9, 2018§1.0.6§4.1 and up
Bubble Shooter Space§GAME§4.2§4355§Varies with device§1,000,000+§Free§0§Everyone§Casual§July 17, 2017§1.6§2.3 and up
Block Puzzle Classic Legend !§GAME§4.2§17044§4.9M§5,000,000+§Free§0§Everyone§Puzzle§April 13, 2018§2.9§2.3.3 and up
Word Search§GAME§4.2§344585§Varies with device§50,000,000+§Free§0§Everyone§Word§July 2, 2018§Varies with device§Varies with device
Hello Kitty Nail Salon§FAMILY§4.2§369378§24M§50,000,000+§Free§0§Everyone§Casual;Pretend Play§April 17, 2018§1.5§4.1 and up
Baby Panda Care§FAMILY§4.2§108795§49M§10,000,000+§Free§0§Everyone§Educational;Pretend Play§June 15, 2018§8.25.10.00§4.0.3 and up
Strawberry Shortcake Ice Cream Island§FAMILY§4.2§32029§15M§5,000,000+§Free§0§Everyone§Casual;Pretend Play§November 6, 2017§1.2§4.1 and up
Toca Mystery House§FAMILY§4.2§96§79M§5,000+§Paid§$3.99§Everyone§Educational;Creativity§June 14, 2018§1.0.1§4.4 and up
Dr. Panda Restaurant 3§FAMILY§4.2§11126§91M§1,000,000+§Free§0§Everyone§Educational;Pretend Play§March 23, 2018§1.6.4§4.1 and up
Sago Mini Big City§FAMILY§4.2§8§44M§1,000+§Paid§$3.99§Everyone§Education;Pretend Play§July 9, 2018§1.1§4.4 and up
Little Panda Run§FAMILY§4.2§3235§32M§1,000,000+§Free§0§Everyone§Educational;Action & Adventure§June 20, 2018§8.25.10.00§4.0.3 and up
Snoopy's Town Tale - City Building Simulator§FAMILY§4.2§47031§58M§1,000,000+§Free§0§Everyone§Simulation;Action & Adventure§July 30, 2018§3.2.4§4.4 and up
Xtreme Racing 2018 - Jeep & 4x4 off road simulator§FAMILY§4.2§2178§99M§500,000+§Free§0§Everyone§Racing;Action & Adventure§August 23, 2017§1.0.8§4.1 and up
Little Fire Station§FAMILY§4.2§3762§44M§1,000,000+§Free§0§Everyone§Education;Action & Adventure§July 2, 2018§1.47§4.3 and up
Ice Cream Jump§FAMILY§4.2§141363§8.7M§10,000,000+§Free§0§Everyone§Casual;Action & Adventure§January 21, 2018§1.20.2§2.3 and up
Transformers Rescue Bots: Hero Adventures§FAMILY§4.2§41273§16M§5,000,000+§Free§0§Everyone§Adventure;Action & Adventure§July 5, 2018§1.5§4.1 and up
Doctor Pets§FAMILY§4.2§23060§21M§1,000,000+§Free§0§Everyone§Educational;Education§July 26, 2018§1.19§4.1 and up
Toddler Learning Games - Little Kids Games§FAMILY§4.2§731§Varies with device§100,000+§Free§0§Everyone§Educational;Education§July 28, 2018§3.7.2.7§4.2 and up
Toca Builders§FAMILY§4.2§3328§Varies with device§100,000+§Paid§$3.99§Everyone§Education;Creativity§July 13, 2017§Varies with device§Varies with device
SweetLand — Family Board Game§FAMILY§4.2§38§47M§1,000+§Paid§$0.99§Everyone§Casual;Pretend Play§November 14, 2014§1.2§2.3.3 and up
Steam: Rails to Riches§FAMILY§4.2§214§67M§5,000+§Paid§$4.99§Everyone§Board;Brain Games§December 13, 2017§3.3.1§4.1 and up
Baby Panda Care§FAMILY§4.2§108795§49M§10,000,000+§Free§0§Everyone§Educational;Pretend Play§June 15, 2018§8.25.10.00§4.0.3 and up
Hello Kitty Lunchbox§FAMILY§4.2§51838§15M§5,000,000+§Free§0§Everyone§Casual;Creativity§November 21, 2017§1.6§4.1 and up
Nick§FAMILY§4.2§123322§25M§10,000,000+§Free§0§Everyone 10+§Entertainment;Music & Video§January 24, 2018§2.0.8§4.4 and up
Thomas & Friends: Delivery§FAMILY§4.2§28737§17M§1,000,000+§Free§0§Everyone§Casual;Action & Adventure§February 5, 2016§1.0§2.3 and up
Starfall Free & Member§FAMILY§4.2§19720§41M§1,000,000+§Free§0§Everyone§Education;Education§November 7, 2017§1.35.23§4.0 and up
Monash Uni Low FODMAP Diet§MEDICAL§4.2§1135§12M§100,000+§Paid§$9.00§Everyone§Medical§July 16, 2018§2.0.7§4.0 and up
ERres- Emergency Medicine§MEDICAL§4.2§45§14M§1,000+§Paid§$4.99§Everyone§Medical§August 18, 2015§6.0§4.0 and up
Blood Pressure Companion§MEDICAL§4.2§178§4.8M§1,000+§Paid§$0.99§Everyone§Medical§July 22, 2018§4.1.5 (Steglitz)§4.1 and up
Muscle Premium - Human Anatomy, Kinesiology, Bones§MEDICAL§4.2§168§25M§10,000+§Paid§$24.99§Everyone§Medical§August 11, 2017§7.1.17§4.4 and up
Recognise Foot§MEDICAL§4.2§9§95M§1,000+§Paid§$7.49§Everyone§Medical§September 14, 2017§1.0.3§4.1 and up
Anti Mosquito simulation§MEDICAL§4.2§74§2.6M§1,000+§Paid§$1.50§Everyone§Medical§September 6, 2014§1.0§2.3.3 and up
End Anxiety Pro - Stress, Panic Attack Help§MEDICAL§4.2§33§53M§1,000+§Paid§$3.99§Everyone§Medical§May 8, 2018§2.29§4.2 and up
PTA Content Master§MEDICAL§4.2§64§41M§1,000+§Paid§$29.99§Everyone§Medical§December 22, 2015§2.1§2.2 and up
MyChart§MEDICAL§4.2§19473§Varies with device§1,000,000+§Free§0§Everyone§Medical§July 24, 2018§Varies with device§Varies with device
Blood Pressure§MEDICAL§4.2§33033§7.4M§5,000,000+§Free§0§Everyone§Medical§July 24, 2018§3.27.3§4.1 and up
To§MEDICAL§4.2§22§15M§10,000+§Free§0§Everyone§Medical§May 30, 2018§Varies with device§Varies with device
Blood Donor§MEDICAL§4.2§4476§20M§500,000+§Free§0§Everyone§Medical§July 31, 2018§1.6.2§4.1 and up
ClearCareGo Caregiver§MEDICAL§4.2§1746§16M§50,000+§Free§0§Everyone§Medical§July 25, 2018§2.1.3§4.1 and up
DreamMapper§MEDICAL§4.2§10710§8.5M§100,000+§Free§0§Everyone§Medical§July 3, 2018§2.15§5.0 and up
Banfield Pet Health Tracker§MEDICAL§4.2§1747§5.9M§100,000+§Free§0§Everyone§Medical§October 17, 2016§1.2.2§4.0 and up
Monash Uni Low FODMAP Diet§MEDICAL§4.2§1135§12M§100,000+§Paid§$9.00§Everyone§Medical§July 16, 2018§2.0.7§4.0 and up
5 Minute Clinical Consult 2019 - #1 for 25 years§MEDICAL§4.2§33§8.0M§10,000+§Free§0§Everyone§Medical§May 2, 2018§2.6.2§4.2 and up
Deep Sleep and Relax Hypnosis§MEDICAL§4.2§4852§34M§100,000+§Free§0§Everyone§Medical§October 22, 2013§1.3§2.2 and up
Free Hypnosis§MEDICAL§4.2§4303§Varies with device§100,000+§Free§0§Everyone§Medical§September 6, 2016§Varies with device§Varies with device
PTA Content Master§MEDICAL§4.2§64§41M§1,000+§Paid§$29.99§Everyone§Medical§December 22, 2015§2.1§2.2 and up
Muscle Premium - Human Anatomy, Kinesiology, Bones§MEDICAL§4.2§168§25M§10,000+§Paid§$24.99§Everyone§Medical§August 11, 2017§7.1.17§4.4 and up
Banfield Pet Health Tracker§MEDICAL§4.2§1747§5.9M§100,000+§Free§0§Everyone§Medical§October 17, 2016§1.2.2§4.0 and up
Low Blood Pressure Symptoms§MEDICAL§4.2§28§2.3M§10,000+§Free§0§Everyone§Medical§January 20, 2015§1.0§3.0 and up
All Social Networks§SOCIAL§4.2§22492§1.5M§1,000,000+§Free§0§Everyone§Social§May 21, 2018§2.4.12§4.0 and up
Google+§SOCIAL§4.2§4831125§Varies with device§1,000,000,000+§Free§0§Teen§Social§July 26, 2018§Varies with device§Varies with device
Facebook Local§SOCIAL§4.2§4751§Varies with device§1,000,000+§Free§0§Teen§Social§June 30, 2018§13.0§4.1 and up
LinkedIn§SOCIAL§4.2§1225339§Varies with device§100,000,000+§Free§0§Everyone§Social§August 2, 2018§4.1.202§5.0 and up
Meetup§SOCIAL§4.2§79129§23M§5,000,000+§Free§0§Teen§Social§August 2, 2018§3.10.26§4.4 and up
Text Free: WiFi Calling App§SOCIAL§4.2§83488§Varies with device§5,000,000+§Free§0§Everyone§Social§July 24, 2018§Varies with device§Varies with device
MeetMe: Chat & Meet New People§SOCIAL§4.2§1259849§76M§50,000,000+§Free§0§Mature 17+§Social§August 3, 2018§Varies with device§4.1 and up
SayHi Chat, Meet New People§SOCIAL§4.2§423105§Varies with device§10,000,000+§Free§0§Mature 17+§Social§July 9, 2018§Varies with device§Varies with device
Banjo§SOCIAL§4.2§58341§9.3M§1,000,000+§Free§0§Everyone§Social§July 25, 2015§4.6.2.0§2.3 and up
MeetMe: Chat & Meet New People§SOCIAL§4.2§1259894§76M§50,000,000+§Free§0§Mature 17+§Social§August 3, 2018§Varies with device§4.1 and up
LinkedIn§SOCIAL§4.2§1225367§Varies with device§100,000,000+§Free§0§Everyone§Social§August 2, 2018§4.1.202§5.0 and up
SayHi Chat, Meet New People§SOCIAL§4.2§423138§Varies with device§10,000,000+§Free§0§Mature 17+§Social§July 9, 2018§Varies with device§Varies with device
POF Free Dating App§SOCIAL§4.2§1175794§Varies with device§50,000,000+§Free§0§Mature 17+§Social§July 31, 2018§Varies with device§Varies with device
MeetMe: Chat & Meet New People§SOCIAL§4.2§1259894§76M§50,000,000+§Free§0§Mature 17+§Social§August 3, 2018§Varies with device§4.1 and up
Meetup§SOCIAL§4.2§79129§23M§5,000,000+§Free§0§Teen§Social§August 2, 2018§3.10.26§4.4 and up
Text Free: WiFi Calling App§SOCIAL§4.2§83488§Varies with device§5,000,000+§Free§0§Everyone§Social§July 24, 2018§Varies with device§Varies with device
Meetup§SOCIAL§4.2§79130§23M§5,000,000+§Free§0§Teen§Social§August 2, 2018§3.10.26§4.4 and up
POF Free Dating App§SOCIAL§4.2§1175815§Varies with device§50,000,000+§Free§0§Mature 17+§Social§July 31, 2018§Varies with device§Varies with device
MeetMe: Chat & Meet New People§SOCIAL§4.2§1259894§76M§50,000,000+§Free§0§Mature 17+§Social§August 3, 2018§Varies with device§4.1 and up
SayHi Chat, Meet New People§SOCIAL§4.2§423138§Varies with device§10,000,000+§Free§0§Mature 17+§Social§July 9, 2018§Varies with device§Varies with device
Waplog - Free Chat, Dating App, Meet Singles§SOCIAL§4.2§522018§Varies with device§10,000,000+§Free§0§Mature 17+§Social§August 2, 2018§Varies with device§Varies with device
Meetup§SOCIAL§4.2§79130§23M§5,000,000+§Free§0§Teen§Social§August 2, 2018§3.10.26§4.4 and up
Shopee: No.1 Online Shopping§SHOPPING§4.2§608753§30M§10,000,000+§Free§0§Everyone§Shopping§July 23, 2018§2.25.17§4.1 and up
Lazada - Online Shopping & Deals§SHOPPING§4.2§1573054§Varies with device§50,000,000+§Free§0§Everyone§Shopping§August 2, 2018§Varies with device§4.2 and up
OLX - Buy and Sell§SHOPPING§4.2§857923§18M§50,000,000+§Free§0§Everyone§Shopping§July 31, 2018§11.7.3.0§4.1 and up
Shrimp skin shopping: spend less, buy better§SHOPPING§4.2§106798§30M§5,000,000+§Free§0§Everyone§Shopping§July 23, 2018§2.25.17§4.1 and up
Home & Shopping - Only in apps. 10% off + 10% off§SHOPPING§4.2§42750§9.9M§10,000,000+§Free§0§Everyone§Shopping§August 4, 2018§2.8.7§4.1 and up
Blibli.com Online Shopping§SHOPPING§4.2§171584§12M§10,000,000+§Free§0§Everyone§Shopping§July 26, 2018§4.9.5§4.2 and up
Club Factory Everything, Unbeaten Price§SHOPPING§4.2§244141§7.3M§10,000,000+§Free§0§Everyone§Shopping§August 6, 2018§4.4.5§4.3 and up
ZALORA Fashion Shopping§SHOPPING§4.2§142512§15M§10,000,000+§Free§0§Everyone§Shopping§July 25, 2018§6.2.0§4.1 and up
SnipSnap Coupon App§SHOPPING§4.2§9975§18M§1,000,000+§Free§0§Everyone§Shopping§January 22, 2018§1.4§4.3 and up
SavingStar - Grocery Coupons§SHOPPING§4.2§31519§21M§1,000,000+§Free§0§Everyone§Shopping§June 12, 2018§4.9.1§4.0 and up
SnipSnap Coupon App§SHOPPING§4.2§9975§18M§1,000,000+§Free§0§Everyone§Shopping§January 22, 2018§1.4§4.3 and up
Coupons.com – Grocery Coupons & Cash Back Savings§SHOPPING§4.2§24953§Varies with device§1,000,000+§Free§0§Everyone§Shopping§June 21, 2018§Varies with device§Varies with device
FidMe Loyalty Cards & Deals at Grocery Supermarket§SHOPPING§4.2§33758§Varies with device§1,000,000+§Free§0§Everyone§Shopping§August 6, 2018§Varies with device§Varies with device
Modcloth – Unique Indie Women's Fashion & Style§SHOPPING§4.2§5121§8.8M§500,000+§Free§0§Everyone§Shopping§July 13, 2018§9.0.30§4.1 and up
Fancy§SHOPPING§4.2§39735§18M§5,000,000+§Free§0§Teen§Shopping§July 25, 2018§3.13.09§4.0 and up
Twice: Buy, Sell Clothing§SHOPPING§4.2§1558§21M§100,000+§Free§0§Everyone§Shopping§July 29, 2015§1.2.12§2.3 and up
Slice: Package Tracker§SHOPPING§4.2§16966§34M§1,000,000+§Free§0§Everyone§Shopping§July 12, 2018§6.10.0§4.0.3 and up
Urban Outfitters§SHOPPING§4.2§4158§23M§500,000+§Free§0§Teen§Shopping§July 2, 2018§2.8§4.0.3 and up
ZALORA Fashion Shopping§SHOPPING§4.2§142512§15M§10,000,000+§Free§0§Everyone§Shopping§July 25, 2018§6.2.0§4.1 and up
Fancy§SHOPPING§4.2§39735§18M§5,000,000+§Free§0§Teen§Shopping§July 25, 2018§3.13.09§4.0 and up
Modcloth – Unique Indie Women's Fashion & Style§SHOPPING§4.2§5121§8.8M§500,000+§Free§0§Everyone§Shopping§July 13, 2018§9.0.30§4.1 and up
Fancy§SHOPPING§4.2§39735§18M§5,000,000+§Free§0§Teen§Shopping§July 25, 2018§3.13.09§4.0 and up
Adobe Photoshop Express:Photo Editor Collage Maker§PHOTOGRAPHY§4.2§914804§Varies with device§50,000,000+§Free§0§Everyone§Photography§July 22, 2018§5.0.508§4.4 and up
Selfie Camera - Photo Editor & Filter & Sticker§PHOTOGRAPHY§4.2§401820§Varies with device§50,000,000+§Free§0§Everyone§Photography§April 27, 2018§Varies with device§Varies with device
DSLR Camera Hd Ultra Professional§PHOTOGRAPHY§4.2§4410§4.5M§1,000,000+§Free§0§Everyone§Photography§June 27, 2018§4.1§4.0.3 and up
Camera for Android§PHOTOGRAPHY§4.2§240475§9.5M§10,000,000+§Free§0§Everyone§Photography§November 22, 2017§3.8§4.0 and up
Wondershare PowerCam§PHOTOGRAPHY§4.2§329160§27M§10,000,000+§Free§0§Everyone§Photography§May 29, 2018§3.1.8.180529§2.3 and up
Mega Photo§PHOTOGRAPHY§4.2§44941§16M§1,000,000+§Free§0§Everyone§Photography§October 19, 2016§1.6.2§3.0 and up
Cameringo Lite. Filters Camera§PHOTOGRAPHY§4.2§140917§5.7M§10,000,000+§Free§0§Everyone§Photography§June 11, 2018§2.2.93§4.0 and up
Camera for Android§PHOTOGRAPHY§4.2§240475§9.5M§10,000,000+§Free§0§Everyone§Photography§November 22, 2017§3.8§4.0 and up
EyeEm - Camera & Photo Filter§PHOTOGRAPHY§4.2§215343§44M§10,000,000+§Free§0§Everyone§Photography§July 14, 2018§6.4.3§4.0.3 and up
Photo Studio§PHOTOGRAPHY§4.2§477831§51M§10,000,000+§Free§0§Everyone§Photography§July 28, 2018§2.0.17.9§4.0 and up
Camera for Android§PHOTOGRAPHY§4.2§240475§9.5M§10,000,000+§Free§0§Everyone§Photography§November 22, 2017§3.8§4.0 and up
Pic Stitch - #1 Collage Maker§PHOTOGRAPHY§4.2§15426§50M§1,000,000+§Free§0§Everyone§Photography§July 24, 2018§3.8.3§5.1 and up
Adobe Photoshop Express:Photo Editor Collage Maker§PHOTOGRAPHY§4.2§914917§Varies with device§50,000,000+§Free§0§Everyone§Photography§July 22, 2018§5.0.508§4.4 and up
Photo Collage Editor§PHOTOGRAPHY§4.2§1028637§Varies with device§100,000,000+§Free§0§Everyone§Photography§December 21, 2017§Varies with device§Varies with device
Pixgram- video photo slideshow§PHOTOGRAPHY§4.2§93726§9.2M§5,000,000+§Free§0§Everyone§Photography§July 8, 2018§2.0.18§4.3 and up
Font Studio- Photo Texts Image§PHOTOGRAPHY§4.2§197295§24M§10,000,000+§Free§0§Everyone§Photography§June 23, 2017§4.0.7§4.0 and up
ESPN§SPORTS§4.2§521138§Varies with device§10,000,000+§Free§0§Everyone 10+§Sports§July 19, 2018§Varies with device§5.0 and up
MLB At Bat§SPORTS§4.2§82882§Varies with device§5,000,000+§Free§0§Everyone§Sports§July 30, 2018§Varies with device§Varies with device
FIFA - Tournaments, Soccer News & Live Scores§SPORTS§4.2§342909§6.0M§10,000,000+§Free§0§Everyone§Sports§August 3, 2018§4.3.1§4.4 and up
Yahoo Fantasy Sports - #1 Rated Fantasy App§SPORTS§4.2§277902§Varies with device§5,000,000+§Free§0§Mature 17+§Sports§August 2, 2018§Varies with device§Varies with device
The Team - Live Sport: football, tennis, rugby ..§SPORTS§4.2§112725§Varies with device§5,000,000+§Free§0§Everyone§Sports§July 31, 2018§Varies with device§Varies with device
BBC Sport§SPORTS§4.2§18678§Varies with device§1,000,000+§Free§0§Everyone§Sports§April 25, 2018§Varies with device§Varies with device
GollerCepte Live Score§SPORTS§4.2§9992§31M§1,000,000+§Free§0§Everyone§Sports§May 23, 2018§6.5§4.1 and up
Yahoo Fantasy Sports - #1 Rated Fantasy App§SPORTS§4.2§277900§Varies with device§5,000,000+§Free§0§Mature 17+§Sports§August 2, 2018§Varies with device§Varies with device
ESPN§SPORTS§4.2§521138§Varies with device§10,000,000+§Free§0§Everyone 10+§Sports§July 19, 2018§Varies with device§5.0 and up
ESPN§SPORTS§4.2§521138§Varies with device§10,000,000+§Free§0§Everyone 10+§Sports§July 19, 2018§Varies with device§5.0 and up
MLB At Bat§SPORTS§4.2§82882§Varies with device§5,000,000+§Free§0§Everyone§Sports§July 30, 2018§Varies with device§Varies with device
Live Golf Scores - US & European Golf§SPORTS§4.2§798§4.7M§50,000+§Free§0§Everyone 10+§Sports§August 1, 2018§3.5§4.0 and up
Mobitee GPS Golf Free§SPORTS§4.2§1904§9.9M§100,000+§Free§0§Everyone§Sports§June 11, 2018§2.0.22§2.3 and up
Yahoo Fantasy Sports - #1 Rated Fantasy App§SPORTS§4.2§277904§Varies with device§5,000,000+§Free§0§Mature 17+§Sports§August 2, 2018§Varies with device§Varies with device
ESPN§SPORTS§4.2§521140§Varies with device§10,000,000+§Free§0§Everyone 10+§Sports§July 19, 2018§Varies with device§5.0 and up
ESPN§SPORTS§4.2§521140§Varies with device§10,000,000+§Free§0§Everyone 10+§Sports§July 19, 2018§Varies with device§5.0 and up
MLB At Bat§SPORTS§4.2§82883§Varies with device§5,000,000+§Free§0§Everyone§Sports§July 30, 2018§Varies with device§Varies with device
Yahoo Fantasy Sports - #1 Rated Fantasy App§SPORTS§4.2§277904§Varies with device§5,000,000+§Free§0§Mature 17+§Sports§August 2, 2018§Varies with device§Varies with device
ESPN§SPORTS§4.2§521140§Varies with device§10,000,000+§Free§0§Everyone 10+§Sports§July 19, 2018§Varies with device§5.0 and up
MLB At Bat§SPORTS§4.2§82883§Varies with device§5,000,000+§Free§0§Everyone§Sports§July 30, 2018§Varies with device§Varies with device
FIFA - Tournaments, Soccer News & Live Scores§SPORTS§4.2§342912§6.0M§10,000,000+§Free§0§Everyone§Sports§August 3, 2018§4.3.1§4.4 and up
BBC Sport§SPORTS§4.2§18679§Varies with device§1,000,000+§Free§0§Everyone§Sports§April 25, 2018§Varies with device§Varies with device
NASCAR MOBILE§SPORTS§4.2§80900§21M§1,000,000+§Free§0§Everyone§Sports§July 25, 2018§7.1.7.4§4.4 and up
Univision Deportes: Liga MX, MLS, Fútbol Live§SPORTS§4.2§75545§Varies with device§5,000,000+§Free§0§Everyone§Sports§July 23, 2018§Varies with device§Varies with device
trivago: Hotels & Travel§TRAVEL_AND_LOCAL§4.2§219848§Varies with device§50,000,000+§Free§0§Everyone§Travel & Local§August 2, 2018§Varies with device§Varies with device
trivago: Hotels & Travel§TRAVEL_AND_LOCAL§4.2§219848§Varies with device§50,000,000+§Free§0§Everyone§Travel & Local§August 2, 2018§Varies with device§Varies with device
Google Street View§TRAVEL_AND_LOCAL§4.2§2129689§Varies with device§1,000,000,000+§Free§0§Everyone§Travel & Local§August 6, 2018§Varies with device§Varies with device
Where to travel - ticket. hotel. train ticket. car ticket. travel. tickets§TRAVEL_AND_LOCAL§4.2§5112§62M§1,000,000+§Free§0§Everyone§Travel & Local§July 27, 2018§8.8.2§4.4 and up
Urbanspoon Restaurant Reviews§TRAVEL_AND_LOCAL§4.2§35560§13M§5,000,000+§Free§0§Everyone§Travel & Local§July 5, 2016§4.0.21§4.0.3 and up
British Airways§TRAVEL_AND_LOCAL§4.2§25740§51M§1,000,000+§Free§0§Everyone§Travel & Local§July 24, 2018§4.20§4.4 and up
Cheap Flights & Hotels momondo§TRAVEL_AND_LOCAL§4.2§42546§24M§5,000,000+§Free§0§Everyone§Travel & Local§April 25, 2018§7.6.5§4.4 and up
HOTEL DEALS§TRAVEL_AND_LOCAL§4.2§1609§4.0M§100,000+§Free§0§Everyone§Travel & Local§April 26, 2018§53.89.55§4.1 and up
trivago: Hotels & Travel§TRAVEL_AND_LOCAL§4.2§219848§Varies with device§50,000,000+§Free§0§Everyone§Travel & Local§August 2, 2018§Varies with device§Varies with device
SPG: Starwood Hotels & Resorts§TRAVEL_AND_LOCAL§4.2§8258§22M§1,000,000+§Free§0§Everyone§Travel & Local§July 3, 2018§v5.4.3§4.4 and up
Airport + Flight Tracker Radar§TRAVEL_AND_LOCAL§4.2§6762§8.5M§1,000,000+§Free§0§Everyone§Travel & Local§July 14, 2015§8.0§4.0 and up
Scout GPS Navigation & Meet Up§TRAVEL_AND_LOCAL§4.2§120373§31M§5,000,000+§Free§0§Everyone§Travel & Local§July 31, 2018§3.19.35.999§4.0.3 and up
Street Panorama View§TRAVEL_AND_LOCAL§4.2§40225§4.1M§1,000,000+§Free§0§Everyone§Travel & Local§July 18, 2018§4.0.3§4.1 and up
Sygic Truck GPS Navigation§TRAVEL_AND_LOCAL§4.2§18294§28M§1,000,000+§Free§0§Everyone§Travel & Local§August 2, 2018§13.8.3§4.0 and up
Google Street View§TRAVEL_AND_LOCAL§4.2§2129707§Varies with device§1,000,000,000+§Free§0§Everyone§Travel & Local§August 6, 2018§Varies with device§Varies with device
Moto Display§TOOLS§4.2§18239§Varies with device§10,000,000+§Free§0§Everyone§Tools§August 6, 2018§Varies with device§Varies with device
Motorola Alert§TOOLS§4.2§24199§3.9M§50,000,000+§Free§0§Everyone§Tools§November 21, 2014§1.02.53§4.4 and up
Device Help§TOOLS§4.2§28860§Varies with device§100,000,000+§Free§0§Everyone§Tools§July 18, 2018§Varies with device§Varies with device
File Manager -- Take Command of Your Files Easily§TOOLS§4.2§127223§7.6M§10,000,000+§Free§0§Everyone§Tools§August 3, 2018§v7.0.7.1.0625.1_06_0629§5.0 and up
Gboard - the Google Keyboard§TOOLS§4.2§1859115§Varies with device§500,000,000+§Free§0§Everyone§Tools§July 31, 2018§Varies with device§Varies with device
Digital Alarm Clock§TOOLS§4.2§118439§16M§10,000,000+§Free§0§Everyone§Tools§June 19, 2018§10.4§4.4 and up
Color Flashlight§TOOLS§4.2§472904§Varies with device§50,000,000+§Free§0§Everyone§Tools§December 14, 2017§Varies with device§Varies with device
Free & Premium VPN - FinchVPN§TOOLS§4.2§19096§10M§1,000,000+§Free§0§Everyone§Tools§July 5, 2018§2.0.2§4.1 and up
Hotspot Shield Free VPN Proxy & Wi-Fi Security§TOOLS§4.2§1116393§8.2M§50,000,000+§Free§0§Everyone§Tools§August 6, 2018§6.1.0§4.1 and up
OpenVPN Connect – Fast & Safe SSL VPN Client§TOOLS§4.2§154578§14M§10,000,000+§Free§0§Everyone§Tools§May 25, 2018§3.0.5§4.1 and up
VPN - Fast, Secure & Unlimited WiFi with VyprVPN§TOOLS§4.2§40676§25M§1,000,000+§Free§0§Everyone§Tools§July 5, 2018§2.27.1§4.1 and up
Gboard - the Google Keyboard§TOOLS§4.2§1859109§Varies with device§500,000,000+§Free§0§Everyone§Tools§July 31, 2018§Varies with device§Varies with device
osmino Wi-Fi: free WiFi§TOOLS§4.2§134203§4.1M§10,000,000+§Free§0§Everyone§Tools§August 6, 2018§6.06.14§4.4 and up
Keypad Lock Screen§TOOLS§4.2§428581§4.7M§10,000,000+§Free§0§Everyone§Tools§July 17, 2018§1.33§4.0 and up
Screen Lock§TOOLS§4.2§68309§2.1M§1,000,000+§Free§0§Everyone§Tools§November 23, 2017§v3.9f§4.0 and up
Ringtones & Wallpapers for Me§PERSONALIZATION§4.2§89342§29M§10,000,000+§Free§0§Everyone§Personalization§January 30, 2018§1.13§4.1 and up
Retro Clock Widget§PERSONALIZATION§4.2§86743§Varies with device§5,000,000+§Free§0§Everyone§Personalization§November 1, 2016§Varies with device§Varies with device
Beautiful Widgets Pro§PERSONALIZATION§4.2§97890§14M§1,000,000+§Paid§$2.49§Everyone§Personalization§August 24, 2016§5.7.8§2.3 and up
Fancy Widgets§PERSONALIZATION§4.2§37237§3.9M§5,000,000+§Free§0§Everyone§Personalization§April 4, 2014§3.5.6§1.6 and up
